,sale_id,sale_ts,sale_date,weekday,user_id,amount,rn,first_purchase_flag,device_id,device_type,operating_system,num_items,campaign,campaign_event_ts,channel,sale_year,sale_month,sale_week
3342,3342,2016-01-30 00:22:00,2016-01-30,5,1150,553.7345949672082,1,1,1574.0,Android,Jawbreaker,1,6H7SPL,2015-11-04 06:27:00,campaign,2016,1,4
3343,3343,2016-01-30 17:34:00,2016-01-30,5,1241,736.1582840974429,1,0,1710.0,iOS,10,3,TVGAEO,2014-11-08 20:06:00,campaign,2016,1,4
3344,3344,2016-01-30 16:15:00,2016-01-30,5,1610,131.14216821897048,1,0,2264.0,Android,Marshmallow,2,,,organic,2016,1,4
3345,3345,2016-01-30 07:38:00,2016-01-30,5,2066,696.2672034049913,1,0,2913.0,Android,Marshmallow,2,,,organic,2016,1,4
3346,3346,2016-01-30 06:48:00,2016-01-30,5,3113,1065.7659753566084,1,0,4427.0,Android,Jawbreaker,1,CXY554,2015-06-20 01:50:00,campaign,2016,1,4
3347,3347,2016-01-30 13:18:00,2016-01-30,5,3223,653.8951175607239,1,0,4581.0,Android,Marshmallow,8,CXY554,2015-03-04 19:57:00,campaign,2016,1,4
3348,3348,2016-01-30 12:18:00,2016-01-30,5,3490,827.1887486376637,1,0,4998.0,iOS,10,5,,,organic,2016,1,4
3349,3349,2016-01-31 10:32:00,2016-01-31,6,144,177.66392322972538,1,0,193.0,iOS,7,2,,,organic,2016,1,4
3350,3350,2016-01-31 08:15:00,2016-01-31,6,261,74.4438339851155,1,1,369.0,Android,Marshmallow,3,SE5X9U,2015-11-19 12:10:00,campaign,2016,1,4
3351,3351,2016-01-31 19:56:00,2016-01-31,6,526,894.7464154081789,1,0,714.0,iOS,10,1,9NCC6I,2015-05-29 10:40:00,campaign,2016,1,4
3352,3352,2016-01-31 14:13:00,2016-01-31,6,570,372.85240993125984,1,0,765.0,Amazon Fire,Inferno,7,,,organic,2016,1,4
3353,3353,2016-01-31 16:55:00,2016-01-31,6,696,178.36604342870828,1,0,944.0,Android,Jawbreaker,2,DGLPMQ,2015-12-30 17:03:00,campaign,2016,1,4
3354,3354,2016-01-31 17:45:00,2016-01-31,6,1019,278.8034833955093,1,0,1385.0,Android,Marshmallow,4,1LYW47,2015-04-19 01:12:00,campaign,2016,1,4
3355,3355,2016-01-31 05:41:00,2016-01-31,6,1313,1074.4099976547652,1,1,1821.0,iOS,7,1,88UQUQ,2015-11-20 03:30:00,campaign,2016,1,4
3356,3356,2016-01-31 01:58:00,2016-01-31,6,1446,841.947642587305,1,1,2033.0,iOS,7,5,6HBW2A,2015-11-10 03:32:00,campaign,2016,1,4
3357,3357,2016-01-31 14:24:00,2016-01-31,6,1771,553.5078676641867,1,0,2479.0,Android,Marshmallow,1,XUL7TT,2014-07-23 05:33:00,campaign,2016,1,4
3358,3358,2016-01-31 21:46:00,2016-01-31,6,1948,782.0019763420835,1,1,2736.0,Android,KitKat,1,ZZGRSM,2016-01-16 10:27:00,campaign,2016,1,4
3359,3359,2016-01-31 14:29:00,2016-01-31,6,2260,704.031510053116,1,0,3193.0,Amazon Fire,Fire2,6,1TNQYO,2014-07-23 23:26:00,campaign,2016,1,4
3360,3360,2016-01-31 19:20:00,2016-01-31,6,2582,1027.10922807804,1,0,3637.0,iOS,9,6,,,organic,2016,1,4
3361,3361,2016-01-31 17:23:00,2016-01-31,6,3218,490.43185209736015,1,0,4572.0,Android,Jawbreaker,1,CXY554,2014-11-05 15:10:00,campaign,2016,1,4
3362,3362,2016-02-01 13:50:00,2016-02-01,0,1336,285.07710029647046,1,0,1860.0,Android,Jawbreaker,1,VX597U,2015-11-06 19:32:00,campaign,2016,2,5
3363,3363,2016-02-01 09:55:00,2016-02-01,0,1637,464.71371765070865,1,1,2294.0,Android,Marshmallow,2,WELZTZ,2015-11-21 01:50:00,campaign,2016,2,5
3364,3364,2016-02-01 02:46:00,2016-02-01,0,1836,141.80482005420637,1,0,2575.0,Android,Lollipop,5,VX597U,2014-02-12 19:30:00,campaign,2016,2,5
3365,3365,2016-02-01 07:35:00,2016-02-01,0,2171,456.5259597589723,1,1,3071.0,iOS,9,2,HLWXVF,2016-01-18 21:13:00,campaign,2016,2,5
3366,3366,2016-02-01 16:19:00,2016-02-01,0,2183,489.01443107238066,1,0,3086.0,iOS,10,3,R6T7R0,2014-08-03 21:35:00,campaign,2016,2,5
3367,3367,2016-02-01 09:08:00,2016-02-01,0,2377,266.3325040720776,1,0,3363.0,Android,Jawbreaker,2,VR88YD,2015-11-10 16:04:00,campaign,2016,2,5
3368,3368,2016-02-01 23:57:00,2016-02-01,0,2802,15.906146239378655,1,0,3972.0,iOS,8,1,,,organic,2016,2,5
3369,3369,2016-02-01 21:39:00,2016-02-01,0,3069,664.5727161819253,1,0,4348.0,iOS,10,4,INNIQD,2014-10-16 19:43:00,campaign,2016,2,5
3370,3370,2016-02-01 19:33:00,2016-02-01,0,3113,1600.621443375492,1,0,4427.0,Android,Jawbreaker,1,CXY554,2015-06-20 01:50:00,campaign,2016,2,5
3371,3371,2016-02-01 03:17:00,2016-02-01,0,3241,444.48792135688035,1,0,4607.0,Android,KitKat,2,HLWXVF,2015-01-06 12:27:00,campaign,2016,2,5
3372,3372,2016-02-01 06:32:00,2016-02-01,0,3395,311.25771939027334,1,0,4861.0,iOS,8,2,,,organic,2016,2,5
3373,3373,2016-02-02 19:00:00,2016-02-02,1,138,2189.3021719725853,1,0,185.0,Amazon Fire,Fire1,3,,,organic,2016,2,5
3374,3374,2016-02-02 18:00:00,2016-02-02,1,157,276.3324404973803,1,1,213.0,iOS,9,1,,,organic,2016,2,5
3375,3375,2016-02-02 02:23:00,2016-02-02,1,221,707.331506668068,1,0,298.0,Android,KitKat,2,TI1ZOJ,2015-07-27 11:58:00,campaign,2016,2,5
3376,3376,2016-02-02 23:36:00,2016-02-02,1,514,1560.5246829829907,1,0,695.0,Android,Lollipop,2,XUL7TT,2014-01-09 07:25:00,campaign,2016,2,5
3377,3377,2016-02-02 00:46:00,2016-02-02,1,526,1562.932659839294,1,0,714.0,iOS,10,1,9NCC6I,2015-05-29 10:40:00,campaign,2016,2,5
3378,3378,2016-02-02 21:15:00,2016-02-02,1,842,414.88525726527627,1,0,1138.0,Android,Lollipop,9,9VTGJV,2015-06-08 05:51:00,campaign,2016,2,5
3379,3379,2016-02-02 00:01:00,2016-02-02,1,1345,1003.7752238289963,1,0,1877.0,Android,Marshmallow,1,,,organic,2016,2,5
3380,3380,2016-02-02 04:39:00,2016-02-02,1,1861,461.2863653280802,1,0,2605.0,Android,Marshmallow,2,,,organic,2016,2,5
3381,3381,2016-02-02 13:00:00,2016-02-02,1,2134,344.0558669473735,1,0,3019.0,Android,KitKat,3,DB2JA9,2015-03-10 21:34:00,campaign,2016,2,5
3382,3382,2016-02-02 17:04:00,2016-02-02,1,2212,529.4801338783026,1,1,3127.0,iOS,7,1,A20MP6,2015-10-22 02:15:00,campaign,2016,2,5
3383,3383,2016-02-02 20:17:00,2016-02-02,1,2377,350.8314273065314,1,0,3363.0,Android,Jawbreaker,2,VR88YD,2015-11-10 16:04:00,campaign,2016,2,5
3384,3384,2016-02-02 11:20:00,2016-02-02,1,2865,616.7693740048456,1,0,4055.0,Amazon Fire,Fire2,2,,,organic,2016,2,5
3385,3385,2016-02-02 01:39:00,2016-02-02,1,2957,479.71671939543586,1,0,4193.0,Android,KitKat,2,1UV5W9,2015-11-07 22:55:00,campaign,2016,2,5
3386,3386,2016-02-02 13:13:00,2016-02-02,1,3113,2058.9068872314388,1,0,4427.0,Android,Jawbreaker,7,CXY554,2015-06-20 01:50:00,campaign,2016,2,5
3387,3387,2016-02-03 00:27:00,2016-02-03,2,104,671.6335847698256,1,0,146.0,Android,KitKat,2,DGLPMQ,2014-07-26 02:33:00,campaign,2016,2,5
3388,3388,2016-02-03 18:03:00,2016-02-03,2,345,388.736687315435,1,0,485.0,Android,Marshmallow,1,,,organic,2016,2,5
3389,3389,2016-02-03 17:13:00,2016-02-03,2,436,194.02508479914738,1,0,606.0,Amazon Fire,Inferno,2,,,organic,2016,2,5
3390,3390,2016-02-03 14:43:00,2016-02-03,2,670,1081.736726954322,1,0,911.0,iOS,9,1,7ZSWCS,2015-11-11 00:29:00,campaign,2016,2,5
3391,3391,2016-02-03 10:48:00,2016-02-03,2,741,240.42558166963016,1,0,1007.0,Android,Marshmallow,1,E35Y1Z,2015-11-29 09:35:00,campaign,2016,2,5
3392,3392,2016-02-03 06:17:00,2016-02-03,2,982,247.94023420867666,1,0,1336.0,Android,KitKat,5,ZDNTT7,2015-08-02 02:04:00,campaign,2016,2,5
3393,3393,2016-02-03 07:41:00,2016-02-03,2,1044,178.50692897049208,1,0,1424.0,iOS,7,2,88UQUQ,2015-08-19 05:10:00,campaign,2016,2,5
3394,3394,2016-02-03 03:14:00,2016-02-03,2,1096,128.3920005538179,1,0,1496.0,iOS,7,9,,,organic,2016,2,5
3395,3395,2016-02-03 20:26:00,2016-02-03,2,1098,1335.5762576792572,1,0,1501.0,Amazon Fire,Fire2,3,YUHQJ6,2015-11-16 04:01:00,campaign,2016,2,5
3396,3396,2016-02-03 06:24:00,2016-02-03,2,1271,589.2272150302455,1,0,1758.0,iOS,8,1,TVGAEO,2015-08-09 07:49:00,campaign,2016,2,5
3397,3397,2016-02-03 01:35:00,2016-02-03,2,1397,519.4919583674154,1,0,1953.0,iOS,10,1,TVGAEO,2015-07-27 03:30:00,campaign,2016,2,5
3398,3398,2016-02-03 20:04:00,2016-02-03,2,1402,1210.2422812476186,1,0,1961.0,Android,Jawbreaker,2,ZDNTT7,2014-05-30 05:57:00,campaign,2016,2,5
3399,3399,2016-02-03 03:57:00,2016-02-03,2,1571,1254.9718893529869,1,0,2199.0,iOS,10,2,,,organic,2016,2,5
3400,3400,2016-02-03 23:14:00,2016-02-03,2,1799,633.1745578088525,1,0,2518.0,Android,Marshmallow,2,VX597U,2016-01-09 13:56:00,campaign,2016,2,5
3401,3401,2016-02-03 03:02:00,2016-02-03,2,1825,1438.3588252394434,1,0,2557.0,Amazon Fire,Inferno,2,C4KVI2,2013-11-29 21:19:00,campaign,2016,2,5
3402,3402,2016-02-03 15:09:00,2016-02-03,2,2134,75.91137733326812,1,0,3019.0,Android,KitKat,9,DB2JA9,2015-03-10 21:34:00,campaign,2016,2,5
3403,3403,2016-02-03 07:46:00,2016-02-03,2,2443,1412.984679293418,1,0,3444.0,iOS,20,2,UROFMZ,2015-12-12 01:38:00,campaign,2016,2,5
3404,3404,2016-02-03 10:37:00,2016-02-03,2,2512,361.70224730485603,1,1,3534.0,Android,Marshmallow,1,,,organic,2016,2,5
3405,3405,2016-02-03 04:59:00,2016-02-03,2,2769,1023.9204410077213,1,1,3919.0,iOS,9,2,,,organic,2016,2,5
3406,3406,2016-02-03 08:35:00,2016-02-03,2,2772,792.6752352691209,1,1,3924.0,Android,Marshmallow,9,HLE0F9,2015-06-29 22:46:00,campaign,2016,2,5
3407,3407,2016-02-04 16:11:00,2016-02-04,3,29,181.18939663795692,1,0,44.0,iOS,7,2,,,organic,2016,2,5
3408,3408,2016-02-04 04:40:00,2016-02-04,3,68,1641.5627961669975,1,0,93.0,iOS,9,2,HLWXVF,2014-12-09 15:30:00,campaign,2016,2,5
3409,3409,2016-02-04 04:01:00,2016-02-04,3,130,1235.5595924446766,1,0,176.0,Android,Lollipop,1,OKAJCV,2015-11-26 10:26:00,campaign,2016,2,5
3410,3410,2016-02-04 20:18:00,2016-02-04,3,553,376.8357550026012,1,1,743.0,iOS,10,4,QSY7GR,2015-12-19 09:30:00,campaign,2016,2,5
3411,3411,2016-02-04 05:18:00,2016-02-04,3,820,150.54397875603587,1,0,1103.0,iOS,9,2,ZDNTT7,2015-11-27 05:33:00,campaign,2016,2,5
3412,3412,2016-02-04 11:26:00,2016-02-04,3,1052,138.43339579196171,1,0,1433.0,iOS,20,2,,,organic,2016,2,5
3413,3413,2016-02-04 20:40:00,2016-02-04,3,1201,688.6467036267916,1,0,1655.0,iOS,7,1,D48AHX,2014-10-23 17:02:00,campaign,2016,2,5
3414,3414,2016-02-04 14:23:00,2016-02-04,3,1335,276.60207074627414,1,0,1859.0,iOS,9,1,,,organic,2016,2,5
3415,3415,2016-02-04 04:03:00,2016-02-04,3,1666,445.7274433805529,1,0,2333.0,Amazon Fire,Inferno,3,3J5HIF,2015-03-15 12:16:00,campaign,2016,2,5
3416,3416,2016-02-04 13:36:00,2016-02-04,3,1795,384.3202124430484,1,0,2512.0,Android,Jawbreaker,2,,,organic,2016,2,5
3417,3417,2016-02-04 08:28:00,2016-02-04,3,2280,1379.015978469883,1,0,3224.0,Amazon Fire,Inferno,3,IWTQ5T,2015-06-14 01:25:00,campaign,2016,2,5
3418,3418,2016-02-04 19:50:00,2016-02-04,3,2424,937.4521959930468,1,0,3417.0,iOS,7,1,AI5SZ4,2015-08-29 09:14:00,campaign,2016,2,5
3419,3419,2016-02-04 09:53:00,2016-02-04,3,2793,460.57210157428193,1,0,3953.0,iOS,8,1,MOTVAN,2013-11-03 17:18:00,campaign,2016,2,5
3420,3420,2016-02-04 17:36:00,2016-02-04,3,2817,464.98146851779563,1,0,3996.0,Android,Lollipop,1,,,organic,2016,2,5
3421,3421,2016-02-04 05:41:00,2016-02-04,3,2833,166.93348080597224,1,1,4015.0,iOS,10,1,FV36OA,2015-11-26 15:55:00,campaign,2016,2,5
3422,3422,2016-02-04 00:31:00,2016-02-04,3,2983,317.65051527739763,1,0,4230.0,Android,Marshmallow,2,R6T7R0,2015-04-15 05:37:00,campaign,2016,2,5
3423,3423,2016-02-04 21:53:00,2016-02-04,3,3073,289.5727720898843,1,0,4357.0,iOS,10,2,3DNOOD,2016-01-08 06:40:00,campaign,2016,2,5
3424,3424,2016-02-04 14:31:00,2016-02-04,3,3113,1264.8091213780674,1,0,4427.0,Android,Jawbreaker,5,CXY554,2015-06-20 01:50:00,campaign,2016,2,5
3425,3425,2016-02-04 19:04:00,2016-02-04,3,3245,1289.290700756855,1,0,4612.0,iOS,20,2,QSY7GR,2015-11-24 09:37:00,campaign,2016,2,5
3426,3426,2016-02-04 05:27:00,2016-02-04,3,3392,767.6238383680791,1,0,4856.0,iOS,8,4,,,organic,2016,2,5
3427,3427,2016-02-05 07:41:00,2016-02-05,4,84,581.5075168004316,1,0,121.0,Android,Jawbreaker,1,RK2JMQ,2014-08-01 17:41:00,campaign,2016,2,5
3428,3428,2016-02-05 12:31:00,2016-02-05,4,109,1631.1064179617351,1,0,154.0,iOS,7,2,,,organic,2016,2,5
3429,3429,2016-02-05 02:31:00,2016-02-05,4,260,1631.5851991783652,1,0,365.0,iOS,7,2,D8IC8B,2015-05-22 10:57:00,campaign,2016,2,5
3430,3430,2016-02-05 11:22:00,2016-02-05,4,477,104.89146939376579,1,0,653.0,Android,Lollipop,1,6H7SPL,2015-10-27 01:25:00,campaign,2016,2,5
3431,3431,2016-02-05 23:09:00,2016-02-05,4,761,895.4768361517954,1,0,1033.0,Android,Marshmallow,1,,,organic,2016,2,5
3432,3432,2016-02-05 12:42:00,2016-02-05,4,1259,430.57588084051264,1,0,1740.0,Android,Lollipop,2,,,organic,2016,2,5
3433,3433,2016-02-05 00:19:00,2016-02-05,4,1471,733.3362200239035,1,1,2061.0,iOS,7,2,1BRIGC,2016-01-09 05:25:00,campaign,2016,2,5
3434,3434,2016-02-05 13:06:00,2016-02-05,4,1507,1794.7903211386927,1,0,2114.0,iOS,10,2,,,organic,2016,2,5
3435,3435,2016-02-05 00:42:00,2016-02-05,4,1665,100.6389094013286,1,0,2331.0,Android,Lollipop,1,,,organic,2016,2,5
3436,3436,2016-02-05 16:44:00,2016-02-05,4,2066,1531.0452345720041,1,0,2913.0,Android,Marshmallow,1,,,organic,2016,2,5
3437,3437,2016-02-05 21:30:00,2016-02-05,4,3354,212.3515834645388,1,0,4786.0,Android,KitKat,6,,,organic,2016,2,5
3438,3438,2016-02-06 15:09:00,2016-02-06,5,44,544.3222565072067,1,0,65.0,iOS,20,1,ZGJ4CZ,2014-11-14 04:37:00,campaign,2016,2,5
3439,3439,2016-02-06 08:30:00,2016-02-06,5,137,627.4616344528614,1,0,183.0,Android,Jawbreaker,2,0837KH,2014-09-12 09:19:00,campaign,2016,2,5
3440,3440,2016-02-06 21:36:00,2016-02-06,5,278,674.1133637283173,1,1,393.0,iOS,8,3,EH7LXL,2016-01-06 06:09:00,campaign,2016,2,5
3441,3441,2016-02-06 08:44:00,2016-02-06,5,759,273.76056517401594,1,0,1030.0,iOS,20,1,1TZQDZ,2015-11-21 21:19:00,campaign,2016,2,5
3442,3442,2016-02-06 18:11:00,2016-02-06,5,924,342.74521851905035,1,0,1246.0,iOS,7,3,UYDA8D,2015-04-09 07:31:00,campaign,2016,2,5
3443,3443,2016-02-06 12:20:00,2016-02-06,5,1265,493.5704665752076,1,0,1748.0,Android,Jawbreaker,2,83RCJF,2014-09-02 04:12:00,campaign,2016,2,5
3444,3444,2016-02-06 13:32:00,2016-02-06,5,1594,1092.196980916946,1,1,2236.0,Android,Lollipop,1,,,organic,2016,2,5
3445,3445,2016-02-06 17:12:00,2016-02-06,5,1910,190.4680093208054,1,0,2679.0,Android,Marshmallow,8,,,organic,2016,2,5
3446,3446,2016-02-06 19:24:00,2016-02-06,5,2625,103.2076432510392,1,0,3697.0,iOS,8,1,HEXXCK,2015-04-16 14:17:00,campaign,2016,2,5
3447,3447,2016-02-06 03:29:00,2016-02-06,5,2662,773.220013419572,1,0,3757.0,Android,Jawbreaker,2,1TZQDZ,2015-09-17 17:54:00,campaign,2016,2,5
3448,3448,2016-02-06 19:24:00,2016-02-06,5,3404,851.7205469272922,1,1,4878.0,Android,KitKat,1,QSY7GR,2015-11-03 08:03:00,campaign,2016,2,5
3449,3449,2016-02-06 09:33:00,2016-02-06,5,3452,140.20767291811774,1,0,4947.0,iOS,9,2,ZGJ4CZ,2015-10-28 22:50:00,campaign,2016,2,5
3450,3450,2016-02-07 00:41:00,2016-02-07,6,93,393.04715625933517,1,1,133.0,Android,Jawbreaker,3,YUHQJ6,2015-10-06 02:43:00,campaign,2016,2,5
3451,3451,2016-02-07 16:10:00,2016-02-07,6,104,591.9537455992322,1,0,146.0,Android,KitKat,1,DGLPMQ,2014-07-26 02:33:00,campaign,2016,2,5
3452,3452,2016-02-07 12:07:00,2016-02-07,6,339,200.49271728512002,1,0,476.0,Android,KitKat,2,BW2R0T,2015-11-12 13:22:00,campaign,2016,2,5
3453,3453,2016-02-07 07:49:00,2016-02-07,6,881,55.7001717287036,1,0,1180.0,Amazon Fire,Fire1,2,,,organic,2016,2,5
3454,3454,2016-02-07 19:41:00,2016-02-07,6,901,772.5220799134523,1,1,1208.0,Android,KitKat,1,,,organic,2016,2,5
3455,3455,2016-02-07 20:52:00,2016-02-07,6,908,1222.4749853221185,1,1,1220.0,Android,Lollipop,1,,,organic,2016,2,5
3456,3456,2016-02-07 13:51:00,2016-02-07,6,1325,1011.848317914004,1,0,1840.0,iOS,10,2,,,organic,2016,2,5
3457,3457,2016-02-07 13:41:00,2016-02-07,6,1945,893.1226152875084,1,0,2732.0,Android,Jawbreaker,2,VX597U,2015-12-05 22:27:00,campaign,2016,2,5
3458,3458,2016-02-07 19:09:00,2016-02-07,6,2048,975.461471619355,1,0,2890.0,iOS,20,1,6XC4I2,2015-10-29 12:13:00,campaign,2016,2,5
3459,3459,2016-02-07 16:38:00,2016-02-07,6,2052,610.199228831613,1,0,2897.0,iOS,9,2,,,organic,2016,2,5
3460,3460,2016-02-07 19:57:00,2016-02-07,6,2149,1190.9617823337028,1,0,3046.0,Android,Marshmallow,1,,,organic,2016,2,5
3461,3461,2016-02-07 03:52:00,2016-02-07,6,2582,981.1776260519797,1,0,3637.0,iOS,9,5,,,organic,2016,2,5
3462,3462,2016-02-07 09:29:00,2016-02-07,6,2659,824.6989267688556,1,1,3751.0,iOS,7,2,QY02HA,2015-07-23 09:45:00,campaign,2016,2,5
3463,3463,2016-02-07 15:30:00,2016-02-07,6,2700,908.1736333088305,1,1,3812.0,iOS,7,2,1LYW47,2016-01-05 21:02:00,campaign,2016,2,5
3464,3464,2016-02-08 19:33:00,2016-02-08,0,221,592.3188195803759,1,0,298.0,Android,KitKat,5,TI1ZOJ,2015-07-27 11:58:00,campaign,2016,2,6
3465,3465,2016-02-08 03:06:00,2016-02-08,0,983,1867.1895661586636,1,1,1336.0,Android,KitKat,1,,,organic,2016,2,6
3466,3466,2016-02-08 02:35:00,2016-02-08,0,1320,1902.110473351348,1,1,1834.0,Amazon Fire,Fire2,9,AKO0SH,2015-12-27 16:50:00,campaign,2016,2,6
3467,3467,2016-02-08 02:54:00,2016-02-08,0,1991,814.4497936815175,1,1,2804.0,Amazon Fire,Fire1,9,FV36OA,2015-11-28 08:59:00,campaign,2016,2,6
3468,3468,2016-02-08 20:55:00,2016-02-08,0,2106,604.6784768896047,1,0,2981.0,Android,Marshmallow,4,D48AHX,2015-10-23 08:07:00,campaign,2016,2,6
3469,3469,2016-02-08 12:37:00,2016-02-08,0,2373,2172.6414903479667,1,1,3358.0,iOS,20,4,PVPBJ0,2015-08-21 10:24:00,campaign,2016,2,6
3470,3470,2016-02-08 17:56:00,2016-02-08,0,2960,831.6342181356938,1,1,4198.0,Amazon Fire,Fire1,2,,,organic,2016,2,6
3471,3471,2016-02-08 11:46:00,2016-02-08,0,3343,380.6831492948721,1,0,4766.0,Android,KitKat,2,1BRIGC,2014-01-11 21:08:00,campaign,2016,2,6
3472,3472,2016-02-08 14:06:00,2016-02-08,0,3370,1704.8550199365782,1,0,4816.0,iOS,20,6,,,organic,2016,2,6
3473,3473,2016-02-09 00:21:00,2016-02-09,1,75,947.7371752788797,1,0,103.0,Android,Jawbreaker,2,CXY554,2015-01-23 01:33:00,campaign,2016,2,6
3474,3474,2016-02-09 07:10:00,2016-02-09,1,339,525.7816045713225,1,0,476.0,Android,KitKat,4,BW2R0T,2015-11-12 13:22:00,campaign,2016,2,6
3475,3475,2016-02-09 17:37:00,2016-02-09,1,343,1112.6996049358065,1,0,482.0,Android,KitKat,1,QE0LB4,2015-04-29 06:05:00,campaign,2016,2,6
3476,3476,2016-02-09 11:48:00,2016-02-09,1,529,2075.6163953998416,1,0,716.0,iOS,20,3,7377FX,2016-01-08 15:43:00,campaign,2016,2,6
3477,3477,2016-02-09 22:36:00,2016-02-09,1,827,670.6509493187963,1,1,1111.0,iOS,8,2,YUHQJ6,2015-09-28 23:02:00,campaign,2016,2,6
3478,3478,2016-02-09 01:14:00,2016-02-09,1,931,385.18494381608565,1,0,1258.0,iOS,7,2,XUL7TT,2014-10-06 00:32:00,campaign,2016,2,6
3479,3479,2016-02-09 03:35:00,2016-02-09,1,1089,2494.81036625892,1,0,1487.0,Android,Lollipop,4,2IIPKA,2015-05-08 23:08:00,campaign,2016,2,6
3480,3480,2016-02-09 18:34:00,2016-02-09,1,1313,1591.2982570704996,1,0,1821.0,iOS,7,1,88UQUQ,2015-11-20 03:30:00,campaign,2016,2,6
3481,3481,2016-02-09 00:22:00,2016-02-09,1,1665,226.8131599330364,1,0,2331.0,Android,Lollipop,1,,,organic,2016,2,6
3482,3482,2016-02-09 03:11:00,2016-02-09,1,2171,601.8920273131408,1,0,3071.0,iOS,9,1,HLWXVF,2016-01-18 21:13:00,campaign,2016,2,6
3483,3483,2016-02-09 15:15:00,2016-02-09,1,2639,943.1318783274173,1,1,3716.0,Android,KitKat,1,72C6Y3,2016-01-10 21:29:00,campaign,2016,2,6
3484,3484,2016-02-09 01:21:00,2016-02-09,1,3018,2042.6561108372973,1,0,4278.0,Android,KitKat,1,,,organic,2016,2,6
3485,3485,2016-02-09 08:05:00,2016-02-09,1,3082,615.2355405473935,1,1,4371.0,Amazon Fire,Fire1,3,,,organic,2016,2,6
3486,3486,2016-02-09 14:33:00,2016-02-09,1,3113,2113.1352779524227,1,0,4427.0,Android,Jawbreaker,1,CXY554,2015-06-20 01:50:00,campaign,2016,2,6
3487,3487,2016-02-09 13:33:00,2016-02-09,1,3207,1575.636094568248,1,0,4553.0,Android,Lollipop,1,FE91LN,2015-10-28 17:58:00,campaign,2016,2,6
3488,3488,2016-02-09 20:40:00,2016-02-09,1,3419,2154.967828308089,1,1,4897.0,iOS,7,6,705605,2015-12-31 23:39:00,campaign,2016,2,6
3489,3489,2016-02-10 08:36:00,2016-02-10,2,109,892.2624276069714,1,0,154.0,iOS,7,1,,,organic,2016,2,6
3490,3490,2016-02-10 07:55:00,2016-02-10,2,131,579.6557244458065,1,0,177.0,iOS,8,5,D8IC8B,2015-03-26 09:25:00,campaign,2016,2,6
3491,3491,2016-02-10 10:26:00,2016-02-10,2,172,619.223008120799,1,0,231.0,iOS,20,2,E35Y1Z,2014-04-12 16:32:00,campaign,2016,2,6
3492,3492,2016-02-10 05:11:00,2016-02-10,2,400,5.1080793385743535,1,0,563.0,iOS,10,3,QE0LB4,2015-05-10 04:22:00,campaign,2016,2,6
3493,3493,2016-02-10 18:03:00,2016-02-10,2,500,605.4551032134299,1,0,677.0,iOS,8,1,5IHLGC,2015-08-22 06:35:00,campaign,2016,2,6
3494,3494,2016-02-10 21:10:00,2016-02-10,2,522,1496.2464951206748,1,0,709.0,iOS,7,2,WELZTZ,2015-12-22 07:26:00,campaign,2016,2,6
3495,3495,2016-02-10 08:32:00,2016-02-10,2,529,1345.9617990500121,1,0,716.0,iOS,20,2,7377FX,2016-01-08 15:43:00,campaign,2016,2,6
3496,3496,2016-02-10 05:36:00,2016-02-10,2,1063,863.8582728716216,1,0,1447.0,Android,KitKat,3,6XC4I2,2015-11-17 05:53:00,campaign,2016,2,6
3497,3497,2016-02-10 14:25:00,2016-02-10,2,1211,1126.0078253842114,1,0,1672.0,iOS,10,1,,,organic,2016,2,6
3498,3498,2016-02-10 08:08:00,2016-02-10,2,1504,74.54485035546553,1,0,2111.0,Android,Lollipop,1,SE5X9U,2016-01-23 05:25:00,campaign,2016,2,6
3499,3499,2016-02-10 08:40:00,2016-02-10,2,1550,478.91361954637716,1,1,2174.0,iOS,9,2,,,organic,2016,2,6
3500,3500,2016-02-10 12:12:00,2016-02-10,2,2085,281.3813871805582,1,1,2940.0,iOS,9,1,,,organic,2016,2,6
3501,3501,2016-02-10 13:48:00,2016-02-10,2,2983,228.63827309987968,1,0,4230.0,Android,Marshmallow,1,R6T7R0,2015-04-15 05:37:00,campaign,2016,2,6
3502,3502,2016-02-10 07:28:00,2016-02-10,2,3404,1147.093337961185,1,0,4878.0,Android,KitKat,2,QSY7GR,2015-11-03 08:03:00,campaign,2016,2,6
3503,3503,2016-02-11 22:35:00,2016-02-11,3,44,712.8865932185182,1,0,65.0,iOS,20,1,ZGJ4CZ,2014-11-14 04:37:00,campaign,2016,2,6
3504,3504,2016-02-11 20:38:00,2016-02-11,3,385,1006.1151035377625,1,1,543.0,Amazon Fire,Fire2,2,,,organic,2016,2,6
3505,3505,2016-02-11 13:40:00,2016-02-11,3,561,438.22273765339514,1,0,756.0,iOS,7,3,TVGAEO,2015-06-04 13:10:00,campaign,2016,2,6
3506,3506,2016-02-11 11:38:00,2016-02-11,3,705,87.16601509710983,1,0,958.0,iOS,8,2,,,organic,2016,2,6
3507,3507,2016-02-11 11:50:00,2016-02-11,3,778,1038.9130942360837,1,0,1050.0,Android,KitKat,1,6H7SPL,2015-10-02 16:05:00,campaign,2016,2,6
3508,3508,2016-02-11 09:11:00,2016-02-11,3,864,338.31570257113225,1,1,1162.0,Amazon Fire,Fire1,2,,,organic,2016,2,6
3509,3509,2016-02-11 18:02:00,2016-02-11,3,1022,190.1416716269945,1,1,1391.0,Android,KitKat,2,,,organic,2016,2,6
