,user_id,device_id,user_created_ts,device_event_ts,channel,campaign,campaign_event_ts,rn
966,966,1313.0,2016-02-13 03:20:00,2016-02-12 23:06:00,organic,,,1
967,967,1314.0,2016-07-12 13:59:00,2016-07-12 13:22:00,campaign,Y59GNL,2016-07-12 13:22:00,1
968,968,1315.0,2013-12-28 10:00:00,2013-12-28 00:19:00,organic,,,1
969,969,1316.0,2016-05-16 06:19:00,2016-05-15 19:37:00,campaign,QSY7GR,2016-05-15 19:37:00,1
970,970,1320.0,2016-05-12 10:07:00,2016-05-11 19:15:00,organic,,,1
971,971,1322.0,2016-05-26 18:48:00,2016-05-26 11:11:00,organic,,,1
972,972,1323.0,2015-06-25 19:55:00,2015-06-25 13:51:00,campaign,ZZGRSM,2015-06-25 13:50:00,1
973,973,1325.0,2016-06-03 05:18:00,2016-06-02 20:15:00,organic,,,1
974,974,1327.0,2014-10-14 22:54:00,2014-10-14 09:59:00,campaign,FE91LN,2014-10-14 09:59:00,1
975,975,1327.0,2016-01-09 09:35:00,,organic,,,1
976,976,1328.0,2017-02-28 00:47:00,2017-02-27 19:53:00,campaign,IWTQ5T,2017-02-27 22:06:00,1
977,977,1330.0,2016-09-20 20:51:00,2016-09-20 16:12:00,campaign,0IBF68,2016-09-20 16:11:00,1
978,978,1331.0,2016-11-24 20:20:00,2016-11-24 14:27:00,campaign,RK2JMQ,2016-11-24 14:26:00,1
979,979,1332.0,2016-10-07 21:16:00,2016-10-07 05:42:00,campaign,XUL7TT,2016-10-07 05:42:00,1
980,980,1333.0,2017-02-26 09:57:00,2017-02-26 05:38:00,campaign,AI5SZ4,2017-02-26 05:38:00,1
981,981,1335.0,2016-08-22 09:21:00,2016-08-22 06:44:00,campaign,Y59GNL,2016-08-22 06:44:00,1
982,982,1336.0,2015-08-02 12:13:00,2015-08-02 02:04:00,campaign,ZDNTT7,2015-08-02 02:04:00,1
983,983,1336.0,2016-01-06 04:35:00,,organic,,,1
984,984,1337.0,2016-05-14 10:19:00,2016-05-14 04:13:00,campaign,1BRIGC,2016-05-14 04:13:00,1
985,985,1341.0,2016-07-16 02:24:00,2016-07-15 22:49:00,campaign,FE91LN,2016-07-15 22:49:00,1
986,986,1342.0,2016-12-26 16:25:00,2016-12-26 02:02:00,organic,,,1
987,987,1345.0,2016-09-18 14:45:00,2016-09-17 22:46:00,campaign,TI1ZOJ,2016-09-17 22:46:00,1
988,988,1346.0,2017-01-28 18:40:00,2017-01-28 18:03:00,campaign,6JI9BO,2017-01-28 18:03:00,1
989,989,1347.0,2015-09-29 18:56:00,2015-09-29 15:05:00,organic,,,1
990,990,1348.0,2017-01-01 16:28:00,2017-01-01 11:38:00,campaign,R6T7R0,2017-01-01 11:38:00,1
991,991,1349.0,2016-12-22 04:10:00,2016-12-21 19:46:00,campaign,Z53CMW,2016-12-21 19:46:00,1
992,992,1349.0,2017-02-05 07:40:00,,organic,,,1
993,993,1351.0,2016-11-16 00:43:00,2016-11-15 10:36:00,campaign,83RCJF,2016-11-15 10:35:00,1
994,994,1352.0,2016-11-03 10:02:00,2016-11-03 08:39:00,campaign,FE91LN,2016-11-03 08:39:00,1
995,995,1353.0,2014-07-23 09:15:00,2014-07-22 18:45:00,campaign,4YEH04,2014-07-22 18:44:00,1
996,996,1353.0,2015-04-13 23:14:00,,organic,,,1
997,997,1356.0,2014-12-30 18:04:00,2014-12-30 14:36:00,campaign,TVGAEO,2014-12-30 14:36:00,1
998,998,1357.0,2016-12-16 00:18:00,2016-12-15 23:00:00,organic,,,1
999,999,1358.0,2017-02-02 09:12:00,2017-02-01 22:05:00,campaign,9VTGJV,2017-02-01 22:05:00,1
1000,1000,1359.0,2017-01-22 12:21:00,2017-01-22 03:49:00,organic,,,1
1001,1001,1360.0,2016-12-29 23:46:00,2016-12-29 09:08:00,organic,,,1
1002,1002,1361.0,2015-09-28 06:28:00,2015-09-28 04:25:00,organic,,,1
1003,1003,1363.0,2016-05-28 21:33:00,2016-05-28 08:12:00,campaign,7377FX,2016-05-28 08:12:00,1
1004,1004,1365.0,2015-05-24 02:47:00,2015-05-23 11:54:00,organic,,,1
1005,1005,1366.0,2016-12-28 18:35:00,2016-12-28 12:17:00,organic,,,1
1006,1006,1368.0,2016-05-05 02:06:00,2016-05-04 22:00:00,campaign,RU7BDI,2016-05-04 22:00:00,1
1007,1007,1369.0,2015-11-12 19:22:00,2015-11-12 04:28:00,campaign,YUHQJ6,2015-11-12 04:28:00,1
1008,1008,1371.0,2015-07-10 16:19:00,2015-07-10 01:03:00,campaign,DB2JA9,2015-07-10 01:02:00,1
1009,1009,1372.0,2014-09-27 11:11:00,2014-09-26 23:11:00,campaign,Q9M5DZ,2014-09-26 23:11:00,1
1010,1010,1373.0,2016-06-18 22:00:00,2016-06-18 09:55:00,campaign,LASSQ7,2016-06-18 09:55:00,1
1011,1011,1373.0,2017-01-26 17:23:00,,organic,,,1
1012,1012,1376.0,2016-10-16 17:52:00,2016-10-16 11:19:00,campaign,WELZTZ,2016-10-16 11:19:00,1
1013,1013,1378.0,2017-01-15 14:47:00,2017-01-15 05:58:00,organic,,,1
1014,1014,1379.0,2016-07-10 02:42:00,2016-07-09 13:19:00,campaign,HLE0F9,2016-07-09 13:19:00,1
1015,1015,1380.0,2016-06-18 14:10:00,2016-06-18 09:48:00,organic,,,1
1016,1016,1383.0,2016-10-28 15:38:00,2016-10-27 23:14:00,organic,,,1
1017,1017,1384.0,2017-02-07 11:07:00,2017-02-06 21:09:00,campaign,LASSQ7,2017-02-06 21:08:00,1
1018,1018,1384.0,2017-02-21 18:04:00,,organic,,,1
1019,1019,1385.0,2015-04-19 05:11:00,2015-04-19 01:13:00,campaign,1LYW47,2015-04-19 01:12:00,1
1020,1020,1386.0,2017-01-29 11:24:00,2017-01-29 05:50:00,campaign,AEJF2Y,2017-01-29 05:50:00,1
1021,1021,1387.0,2017-01-29 23:23:00,2017-01-29 06:52:00,campaign,RU7BDI,2017-01-29 06:51:00,1
1022,1022,1391.0,2016-01-07 23:18:00,2016-01-07 20:42:00,organic,,,1
1023,1023,1391.0,2016-10-04 04:06:00,,organic,,,1
1024,1024,1392.0,2016-12-18 05:47:00,2016-12-17 22:46:00,campaign,9VTGJV,2016-12-17 22:46:00,1
1025,1025,1393.0,2017-01-28 03:09:00,2017-01-27 18:18:00,campaign,VX597U,2017-01-27 18:17:00,1
1026,1026,1395.0,2016-08-18 14:21:00,2016-08-18 01:06:00,campaign,72C6Y3,2016-08-18 01:06:00,1
1027,1027,1396.0,2016-03-24 04:52:00,2016-03-23 16:40:00,campaign,WELZTZ,2016-03-23 16:39:00,1
1028,1028,1397.0,2016-08-11 03:45:00,2016-08-10 13:47:00,campaign,1TZQDZ,2016-08-10 13:47:00,1
1029,1029,1398.0,2016-11-06 04:22:00,2016-11-05 20:21:00,organic,,,1
1030,1030,1399.0,2016-09-04 19:17:00,2016-09-04 14:26:00,campaign,HLE0F9,2016-09-04 14:25:00,1
1031,1031,1400.0,2016-03-25 05:11:00,2016-03-24 14:57:00,campaign,6JI9BO,2016-03-24 14:56:00,1
1032,1032,1401.0,2017-01-01 01:09:00,2017-01-01 00:09:00,campaign,CPIAHO,2017-01-01 00:09:00,1
1033,1033,1402.0,2016-01-08 12:49:00,2016-01-08 01:41:00,campaign,INNIQD,2016-01-08 01:41:00,1
1034,1034,1405.0,2015-08-24 04:03:00,2015-08-24 02:17:00,campaign,OXIJAT,2015-08-24 02:17:00,1
1035,1035,1409.0,2016-05-26 14:24:00,2016-05-26 04:34:00,campaign,VX597U,2016-05-26 04:33:00,1
1036,1036,1410.0,2016-08-27 01:40:00,2016-08-26 17:08:00,campaign,JFJFGZ,2016-08-26 17:07:00,1
1037,1037,1413.0,2017-01-04 12:13:00,2017-01-04 08:01:00,campaign,U3J25C,2017-01-04 08:01:00,1
1038,1038,1414.0,2017-01-23 18:21:00,2017-01-23 09:05:00,organic,,,1
1039,1039,1415.0,2016-09-07 07:56:00,2016-09-06 20:53:00,campaign,5MNE1Q,2016-09-06 20:53:00,1
1040,1040,1416.0,2017-02-12 03:07:00,2017-02-11 17:22:00,organic,,,1
1041,1041,1416.0,2017-02-18 19:28:00,,organic,,,1
1042,1042,1419.0,2015-07-06 03:28:00,2015-07-06 01:33:00,campaign,VX597U,2015-07-06 01:33:00,1
1043,1043,1423.0,2016-04-24 08:06:00,2016-04-23 22:34:00,organic,,,1
1044,1044,1424.0,2015-08-19 07:40:00,2015-08-19 05:10:00,campaign,88UQUQ,2015-08-19 05:10:00,1
1045,1045,1425.0,2016-05-08 15:54:00,2016-05-08 04:54:00,campaign,CXY554,2016-05-08 04:53:00,1
1046,1046,1426.0,2016-11-27 07:14:00,2016-11-27 04:14:00,organic,,,1
1047,1047,1427.0,2015-08-06 16:42:00,2015-08-06 12:55:00,campaign,OXIJAT,2015-08-06 12:54:00,1
1048,1048,1428.0,2017-02-28 16:20:00,2017-02-28 16:04:00,campaign,S1LZNC,2017-02-28 16:04:00,1
1049,1049,1430.0,2016-07-28 09:54:00,2016-07-28 01:23:00,campaign,RU7BDI,2016-07-28 01:23:00,1
1050,1050,1431.0,2016-09-23 10:21:00,2016-09-23 04:18:00,campaign,1ZDQF0,2016-09-23 04:18:00,1
1051,1051,1432.0,2017-02-27 11:51:00,2017-02-26 19:54:00,campaign,AKO0SH,2017-02-26 19:54:00,1
1052,1052,1433.0,2015-05-22 04:11:00,2015-05-21 13:30:00,organic,,,1
1053,1053,1434.0,2016-10-23 10:20:00,2016-10-23 06:23:00,campaign,U3J25C,2016-10-23 06:22:00,1
1054,1054,1435.0,2016-03-10 07:31:00,2016-03-10 03:58:00,campaign,QSY7GR,2016-03-10 03:58:00,1
1055,1055,1437.0,2016-09-04 13:31:00,2016-09-03 22:31:00,campaign,EH7LXL,2016-09-03 22:31:00,1
1056,1056,1439.0,2016-05-10 12:02:00,2016-05-10 03:37:00,campaign,5IHLGC,2016-05-10 03:37:00,1
1057,1057,1440.0,2016-09-15 01:05:00,2016-09-14 16:14:00,campaign,FE91LN,2016-09-14 16:14:00,1
1058,1058,1441.0,2016-05-12 08:54:00,2016-05-11 19:10:00,organic,,,1
1059,1059,1442.0,2015-12-04 11:13:00,2015-12-04 03:45:00,organic,,,1
1060,1060,1443.0,2016-04-29 13:31:00,2016-04-29 09:36:00,organic,,,1
1061,1061,1444.0,2016-09-29 12:40:00,2016-09-29 08:08:00,organic,,,1
1062,1062,1446.0,2014-01-31 00:49:00,2014-01-30 12:09:00,campaign,WL07ZB,2014-01-30 12:09:00,1
1063,1063,1447.0,2015-11-17 06:59:00,2015-11-17 05:53:00,campaign,6XC4I2,2015-11-17 05:53:00,1
1064,1064,1449.0,2016-09-02 04:50:00,2016-09-01 22:02:00,organic,,,1
1065,1065,1449.0,2016-09-28 07:21:00,,organic,,,1
1066,1066,1451.0,2016-06-22 07:18:00,2016-06-21 23:19:00,campaign,JFJFGZ,2016-06-21 23:19:00,1
1067,1067,1452.0,2017-01-19 01:32:00,2017-01-18 19:10:00,campaign,GCP82I,2017-01-18 19:10:00,1
1068,1068,1456.0,2016-10-27 15:05:00,2016-10-27 08:31:00,organic,,,1
1069,1069,1458.0,2016-10-19 01:28:00,2016-10-19 00:12:00,campaign,2IIPKA,2016-10-19 00:11:00,1
1070,1070,1459.0,2016-08-11 13:52:00,2016-08-11 05:44:00,campaign,4YEH04,2016-08-11 05:44:00,1
1071,1071,1460.0,2015-07-22 19:59:00,2015-07-22 19:03:00,organic,,,1
1072,1072,1461.0,2015-02-17 09:15:00,2015-02-17 07:47:00,organic,,,1
1073,1073,1463.0,2016-07-04 22:25:00,2016-07-04 16:41:00,campaign,A20MP6,2016-07-04 16:41:00,1
1074,1074,1465.0,2016-06-25 04:58:00,2016-06-25 01:04:00,campaign,TVGAEO,2016-06-25 01:04:00,1
1075,1075,1466.0,2015-12-26 12:14:00,2015-12-26 08:19:00,campaign,ZGJ4CZ,2015-12-26 08:19:00,1
1076,1076,1467.0,2017-01-23 05:46:00,2017-01-22 18:06:00,campaign,72C6Y3,2017-01-22 18:06:00,1
1077,1077,1469.0,2016-07-01 11:10:00,2016-07-01 06:48:00,campaign,BW2R0T,2016-07-01 06:48:00,1
1078,1078,1470.0,2016-12-27 20:19:00,2016-12-27 10:37:00,campaign,7377FX,2016-12-27 10:37:00,1
1079,1079,1471.0,2016-03-10 12:09:00,2016-03-10 00:36:00,campaign,6JI9BO,2016-03-10 00:36:00,1
1080,1080,1472.0,2016-02-23 12:22:00,2016-02-23 10:08:00,campaign,VOR12L,2016-02-23 10:08:00,1
1081,1081,1474.0,2015-05-20 04:41:00,2015-05-19 16:25:00,campaign,DB2JA9,2015-05-19 16:25:00,1
1082,1082,1475.0,2016-11-02 10:15:00,2016-11-02 09:11:00,organic,,,1
1083,1083,1476.0,2017-01-06 21:10:00,2017-01-06 12:00:00,organic,,,1
1084,1084,1477.0,2017-02-26 23:47:00,2017-02-26 08:11:00,organic,,,1
1085,1085,1478.0,2016-09-16 06:05:00,2016-09-16 03:13:00,organic,,,1
1086,1086,1481.0,2015-11-02 14:27:00,2015-11-02 05:51:00,campaign,U6S82Y,2015-11-02 05:51:00,1
1087,1087,1485.0,2014-09-13 07:15:00,2014-09-12 17:52:00,organic,,,1
1088,1088,1486.0,2016-09-05 05:35:00,2016-09-04 20:35:00,organic,,,1
1089,1089,1487.0,2015-05-09 13:48:00,2015-05-08 23:08:00,campaign,2IIPKA,2015-05-08 23:08:00,1
1090,1090,1487.0,2017-01-11 19:23:00,,organic,,,1
1091,1091,1488.0,2016-11-05 19:01:00,2016-11-05 10:03:00,campaign,U6S82Y,2016-11-05 10:03:00,1
1092,1092,1490.0,2016-07-05 14:33:00,2016-07-05 05:22:00,campaign,9XR7SO,2016-07-05 05:21:00,1
1093,1093,1492.0,2016-08-27 22:49:00,2016-08-27 17:23:00,campaign,D2KOV6,2016-08-27 17:22:00,1
1094,1094,1493.0,2016-09-17 21:44:00,2016-09-17 12:33:00,organic,,,1
1095,1095,1494.0,2016-05-21 08:25:00,2016-05-21 02:55:00,campaign,TTFAQ5,2016-05-21 02:55:00,1
1096,1096,1496.0,2015-06-15 10:15:00,2015-06-15 00:01:00,organic,,,1
1097,1097,1499.0,2015-11-18 03:54:00,2015-11-17 20:16:00,organic,,,1
1098,1098,1501.0,2015-11-16 06:02:00,2015-11-16 04:01:00,campaign,YUHQJ6,2015-11-16 04:01:00,1
1099,1099,1502.0,2016-12-16 23:29:00,2016-12-16 19:37:00,campaign,5MNE1Q,2016-12-16 19:37:00,1
1100,1100,1503.0,2015-11-18 20:31:00,2015-11-18 20:06:00,organic,,,1
1101,1101,1503.0,2016-02-22 17:26:00,,organic,,,1
1102,1102,1504.0,2015-05-13 16:15:00,2015-05-13 01:26:00,campaign,HLE0F9,2015-05-13 01:26:00,1
1103,1103,1505.0,2017-01-11 17:04:00,2017-01-11 00:35:00,campaign,D8IC8B,2017-01-11 00:34:00,1
1104,1104,1506.0,2016-09-09 22:49:00,2016-09-09 14:11:00,campaign,OKAJCV,2016-09-09 14:11:00,1
1105,1105,1507.0,2016-04-05 19:11:00,2016-04-05 14:09:00,campaign,RVHAGO,2016-04-05 14:09:00,1
1106,1106,1508.0,2016-10-10 23:43:00,2016-10-10 10:37:00,organic,,,1
1107,1107,1510.0,2016-11-26 20:13:00,2016-11-26 18:45:00,campaign,XUL7TT,2016-11-26 18:44:00,1
1108,1108,1511.0,2017-02-20 22:06:00,2017-02-20 16:58:00,campaign,D2KOV6,2017-02-20 16:58:00,1
1109,1109,1512.0,2017-02-24 08:51:00,2017-02-23 20:12:00,campaign,AI5SZ4,2017-02-23 20:12:00,1
1110,1110,1513.0,2015-02-28 16:19:00,2015-02-28 04:19:00,campaign,Y59GNL,2015-02-28 04:18:00,1
1111,1111,1513.0,2015-11-17 22:25:00,,organic,,,1
1112,1112,1514.0,2016-07-07 21:56:00,2016-07-07 16:25:00,campaign,ZZGRSM,2016-07-07 16:25:00,1
1113,1113,1516.0,2017-01-30 13:48:00,2017-01-30 10:22:00,campaign,CPIAHO,2017-01-30 10:21:00,1
1114,1114,1517.0,2016-10-28 12:15:00,2016-10-28 04:34:00,campaign,1TNQYO,2016-10-28 04:34:00,1
1115,1115,1518.0,2016-09-12 09:28:00,2016-09-12 01:48:00,campaign,CPIAHO,2016-09-12 01:48:00,1
1116,1116,1520.0,2016-03-30 06:14:00,2016-03-29 20:40:00,organic,,,1
1117,1117,1523.0,2016-03-11 17:36:00,2016-03-11 06:49:00,campaign,XGB35V,2016-03-11 06:49:00,1
1118,1118,1526.0,2017-01-13 15:24:00,2017-01-13 12:11:00,campaign,T6E9B9,2017-01-13 12:11:00,1
1119,1119,1529.0,2016-02-04 03:43:00,2016-02-04 02:20:00,campaign,5IHLGC,2016-02-04 02:20:00,1
1120,1120,1530.0,2016-12-08 02:33:00,2016-12-07 22:07:00,organic,,,1
1121,1121,1531.0,2017-01-27 12:10:00,2017-01-27 04:20:00,organic,,,1
1122,1122,1533.0,2016-12-16 08:36:00,2016-12-15 22:11:00,campaign,3DNOOD,2016-12-15 22:11:00,1
1123,1123,1536.0,2016-11-16 10:36:00,2016-11-15 20:26:00,organic,,,1
1124,1124,1540.0,2016-04-24 06:30:00,2016-04-23 18:22:00,campaign,HEXXCK,2016-04-23 18:21:00,1
1125,1125,1541.0,2016-05-16 01:34:00,2016-05-15 18:26:00,campaign,XGB35V,2016-05-15 18:25:00,1
1126,1126,1541.0,2017-01-13 06:25:00,,organic,,,1
1127,1127,1542.0,2016-04-03 12:40:00,2016-04-03 01:29:00,organic,,,1
1128,1128,1544.0,2014-12-27 00:47:00,2014-12-26 17:47:00,organic,,,1
1129,1129,1545.0,2017-01-01 04:00:00,2016-12-31 17:18:00,campaign,LASSQ7,2016-12-31 17:18:00,1
1130,1130,1547.0,2016-05-28 16:08:00,2016-05-28 06:00:00,campaign,1ZDQF0,2016-05-28 06:00:00,1
1131,1131,1548.0,2016-10-09 12:10:00,2016-10-09 04:51:00,organic,,,1
1132,1132,1549.0,2016-05-08 14:45:00,2016-05-08 13:26:00,campaign,I5UB5Y,2016-05-08 13:26:00,1
1133,1133,1550.0,2016-07-11 21:43:00,2016-07-11 20:32:00,campaign,RK2JMQ,2016-07-11 20:32:00,1
1134,1134,1551.0,2015-05-27 00:50:00,2015-05-26 19:22:00,campaign,6R883F,2015-05-26 19:22:00,1
1135,1135,1555.0,2016-06-12 14:01:00,2016-06-12 06:24:00,campaign,PVPBJ0,2016-06-12 06:23:00,1
1136,1136,1555.0,2017-01-20 10:49:00,,organic,,,1
1137,1137,1556.0,2016-10-22 23:11:00,2016-10-22 20:26:00,campaign,ZZGRSM,2016-10-22 20:25:00,1
1138,1138,1556.0,2017-02-27 17:09:00,,organic,,,1
1139,1139,1557.0,2017-01-25 17:01:00,2017-01-25 07:56:00,campaign,4YEH04,2017-01-25 07:56:00,1
1140,1140,1560.0,2015-10-17 10:15:00,2015-10-16 18:56:00,organic,,,1
1141,1141,1561.0,2014-08-26 00:25:00,2014-08-25 15:32:00,campaign,3DNOOD,2014-08-25 15:32:00,1
1142,1142,1562.0,2016-10-29 02:31:00,2016-10-28 10:55:00,campaign,UYDA8D,2016-10-28 10:55:00,1
1143,1143,1563.0,2016-12-29 02:09:00,2016-12-28 18:22:00,organic,,,1
1144,1144,1566.0,2016-05-03 07:50:00,2016-05-03 05:58:00,organic,,,1
1145,1145,1567.0,2016-06-13 16:05:00,2016-06-13 01:29:00,campaign,1TNQYO,2016-06-13 01:29:00,1
1146,1146,1569.0,2016-08-26 05:48:00,2016-08-25 16:36:00,campaign,Q9M5DZ,2016-08-25 16:36:00,1
1147,1147,1570.0,2015-11-20 01:21:00,2015-11-19 17:34:00,campaign,1UV5W9,2015-11-19 17:34:00,1
1148,1148,1572.0,2016-05-14 07:49:00,2016-05-13 15:33:00,organic,,,1
1149,1149,1573.0,2015-12-25 10:29:00,2015-12-25 06:50:00,campaign,9VTGJV,2015-12-25 06:49:00,1
1150,1150,1574.0,2015-11-04 12:41:00,2015-11-04 06:28:00,campaign,6H7SPL,2015-11-04 06:27:00,1
1151,1151,1576.0,2016-12-25 17:08:00,2016-12-25 11:52:00,campaign,TI1ZOJ,2016-12-25 11:52:00,1
1152,1152,1578.0,2016-10-11 21:39:00,2016-10-11 10:08:00,organic,,,1
1153,1153,1579.0,2017-01-31 22:21:00,2017-01-31 20:02:00,campaign,Q9M5DZ,2017-01-31 20:02:00,1
1154,1154,1580.0,2016-07-19 02:39:00,2016-07-18 11:59:00,organic,,,1
1155,1155,1584.0,2016-03-08 23:14:00,2016-03-08 07:34:00,organic,,,1
1156,1156,1585.0,2014-12-23 16:50:00,2014-12-23 03:10:00,organic,,,1
1157,1157,1586.0,2015-12-20 09:53:00,2015-12-20 08:35:00,campaign,D8IC8B,2015-12-20 08:35:00,1
1158,1158,1590.0,2015-09-13 05:16:00,2015-09-13 01:12:00,campaign,YEB8I4,2015-09-13 01:12:00,1
1159,1159,1591.0,2016-03-10 05:59:00,2016-03-10 04:07:00,campaign,CPIAHO,2016-03-10 04:07:00,1
1160,1160,1592.0,2016-12-03 11:53:00,2016-12-02 21:06:00,campaign,SE5X9U,2016-12-02 21:06:00,1
1161,1161,1594.0,2017-01-30 10:02:00,2017-01-30 08:34:00,organic,,,1
1162,1162,1597.0,2016-05-17 02:14:00,2016-05-16 11:29:00,organic,,,1
1163,1163,1598.0,2016-12-21 22:33:00,2016-12-21 10:52:00,campaign,ZGJ4CZ,2016-12-21 10:52:00,1
1164,1164,1599.0,2017-01-23 10:15:00,2017-01-22 18:52:00,organic,,,1
1165,1165,1600.0,2016-12-26 07:09:00,2016-12-26 04:10:00,campaign,CXY554,2016-12-26 04:09:00,1
1166,1166,1601.0,2017-02-08 15:43:00,2017-02-07 23:56:00,campaign,T8RNOQ,2017-02-07 23:56:00,1
1167,1167,1602.0,2015-07-17 23:29:00,2015-07-17 12:39:00,campaign,XGB35V,2015-07-17 12:38:00,1
1168,1168,1603.0,2016-12-10 07:44:00,2016-12-10 07:25:00,campaign,98WM2K,2016-12-10 07:25:00,1
1169,1169,1604.0,2017-01-25 23:41:00,2017-01-25 15:19:00,campaign,LASSQ7,2017-01-25 15:19:00,1
1170,1170,1605.0,2016-06-21 01:10:00,2016-06-20 21:23:00,organic,,,1
1171,1171,1606.0,2015-11-16 23:55:00,2015-11-16 21:37:00,campaign,VB9NP0,2015-11-16 21:37:00,1
1172,1172,1607.0,2016-11-16 22:57:00,2016-11-16 18:27:00,campaign,TVGAEO,2016-11-16 18:26:00,1
1173,1173,1608.0,2016-09-03 04:42:00,2016-09-02 14:58:00,organic,,,1
1174,1174,1609.0,2016-12-03 14:53:00,2016-12-03 06:41:00,campaign,8DYGHW,2016-12-03 06:41:00,1
1175,1175,1610.0,2016-01-08 17:06:00,2016-01-08 06:23:00,organic,,,1
1176,1176,1611.0,2015-10-31 19:07:00,2015-10-31 18:55:00,organic,,,1
1177,1177,1614.0,2014-12-06 07:37:00,2014-12-05 16:03:00,organic,,,1
1178,1178,1616.0,2016-02-26 03:17:00,2016-02-25 21:21:00,campaign,3J5HIF,2016-02-25 21:21:00,1
1179,1179,1624.0,2016-07-27 22:31:00,2016-07-27 11:42:00,organic,,,1
1180,1180,1625.0,2016-01-18 14:19:00,2016-01-18 09:46:00,campaign,ZDNTT7,2016-01-18 09:46:00,1
1181,1181,1626.0,2016-12-23 18:03:00,2016-12-23 07:30:00,organic,,,1
1182,1182,1627.0,2015-12-09 21:02:00,2015-12-09 10:18:00,organic,,,1
1183,1183,1628.0,2015-12-28 09:48:00,2015-12-27 19:47:00,organic,,,1
1184,1184,1629.0,2016-11-14 03:30:00,2016-11-13 12:39:00,campaign,5IHLGC,2016-11-13 12:39:00,1
1185,1185,1629.0,2017-01-08 17:31:00,,organic,,,1
1186,1186,1630.0,2015-11-10 05:04:00,2015-11-09 16:09:00,campaign,ZGJ4CZ,2015-11-09 16:08:00,1
1187,1187,1631.0,2014-07-03 04:20:00,2014-07-02 18:43:00,organic,,,1
1188,1188,1633.0,2014-07-27 08:28:00,2014-07-27 04:22:00,organic,,,1
1189,1189,1634.0,2016-05-23 14:20:00,2016-05-23 13:40:00,campaign,6H7SPL,2016-05-23 13:39:00,1
1190,1190,1638.0,2015-12-15 09:48:00,2015-12-15 01:01:00,organic,,,1
1191,1191,1640.0,2017-02-14 11:54:00,2017-02-13 22:56:00,campaign,ZBW0OM,2017-02-13 22:56:00,1
1192,1192,1642.0,2016-08-16 05:24:00,2016-08-16 02:20:00,campaign,PVPBJ0,2016-08-16 02:20:00,1
1193,1193,1645.0,2015-11-23 21:24:00,2015-11-23 06:52:00,organic,,,1
1194,1194,1645.0,2015-11-30 23:32:00,,organic,,,1
1195,1195,1646.0,2016-01-23 22:39:00,2016-01-23 18:15:00,organic,,,1
1196,1196,1647.0,2015-10-26 18:17:00,2015-10-26 09:02:00,campaign,AEJF2Y,2015-10-26 09:02:00,1
1197,1197,1649.0,2015-11-17 20:39:00,2015-11-17 15:18:00,organic,,,1
1198,1198,1650.0,2015-06-23 21:08:00,2015-06-23 08:41:00,campaign,88UQUQ,2015-06-23 08:40:00,1
1199,1199,1652.0,2016-12-12 01:23:00,2016-12-11 22:58:00,campaign,RVHAGO,2016-12-11 22:57:00,1
1200,1200,1653.0,2016-09-30 10:01:00,2016-09-29 17:38:00,campaign,D8IC8B,2016-09-30 02:06:00,1
1201,1201,1655.0,2014-10-23 22:30:00,2014-10-23 17:02:00,campaign,D48AHX,2014-10-23 17:02:00,1
1202,1202,1657.0,2015-11-13 06:54:00,2015-11-13 05:05:00,campaign,6H7SPL,2015-11-13 05:05:00,1
1203,1203,1659.0,2017-02-21 09:59:00,2017-02-21 03:25:00,campaign,IWTQ5T,2017-02-21 03:24:00,1
1204,1204,1660.0,2015-05-05 19:31:00,2015-05-05 18:44:00,campaign,YEB8I4,2015-05-05 18:44:00,1
1205,1205,1661.0,2016-01-25 00:29:00,2016-01-24 08:41:00,organic,,,1
1206,1206,1666.0,2016-09-04 12:02:00,2016-09-04 00:33:00,campaign,83RCJF,2016-09-04 00:33:00,1
1207,1207,1667.0,2016-09-25 15:51:00,2016-09-25 05:50:00,organic,,,1
1208,1208,1668.0,2015-11-29 17:54:00,2015-11-29 15:21:00,organic,,,1
1209,1209,1668.0,2016-12-05 16:12:00,,organic,,,1
1210,1210,1669.0,2016-06-03 23:40:00,2016-06-03 09:59:00,campaign,QY02HA,2016-06-03 09:59:00,1
1211,1211,1672.0,2016-02-02 15:32:00,2016-02-02 07:30:00,organic,,,1
1212,1212,1674.0,2015-12-16 19:57:00,2015-12-16 10:26:00,organic,,,1
1213,1213,1677.0,2017-01-03 23:54:00,2017-01-03 09:33:00,campaign,DGLPMQ,2017-01-03 09:33:00,1
1214,1214,1677.0,2017-01-10 10:21:00,,organic,,,1
1215,1215,1678.0,2015-11-25 03:43:00,2015-11-24 13:22:00,campaign,RK2JMQ,2015-11-24 13:22:00,1
1216,1216,1679.0,2016-06-21 13:41:00,2016-06-21 10:28:00,campaign,9VTGJV,2016-06-21 10:28:00,1
1217,1217,1680.0,2016-01-24 11:24:00,2016-01-24 04:52:00,campaign,0IBF68,2016-01-24 04:52:00,1
1218,1218,1682.0,2016-05-10 08:50:00,2016-05-10 05:13:00,campaign,5MNE1Q,2016-05-10 05:13:00,1
1219,1219,1682.0,2016-05-11 07:01:00,,organic,,,1
1220,1220,1683.0,2014-03-15 16:21:00,2014-03-15 02:17:00,campaign,VOR12L,2014-03-15 02:17:00,1
1221,1221,1683.0,2014-03-25 14:54:00,,organic,,,1
1222,1222,1685.0,2016-10-02 22:11:00,2016-10-02 17:10:00,organic,,,1
